Date,EUR_ret_1m,GBP_ret_1m,AUD_ret_1m,JPY_ret_1m,INR_ret_1m,CNY_ret_1m,US_POLICY_RATE,US_CPI,EU_POLICY_RATE,EU_CPI,UK_POLICY_RATE,UK_CPI,AU_POLICY_RATE,JP_POLICY_RATE,JP_CPI,IN_POLICY_RATE,IN_CPI,CN_POLICY_RATE,CN_CPI,EUR_ret_1m_mom_3m,EUR_ret_1m_mom_6m,GBP_ret_1m_mom_3m,GBP_ret_1m_mom_6m,AUD_ret_1m_mom_3m,AUD_ret_1m_mom_6m,JPY_ret_1m_mom_3m,JPY_ret_1m_mom_6m,INR_ret_1m_mom_3m,INR_ret_1m_mom_6m,CNY_ret_1m_mom_3m,CNY_ret_1m_mom_6m,EUR_ret_1m_vol_3m,EUR_ret_1m_vol_6m,GBP_ret_1m_vol_3m,GBP_ret_1m_vol_6m,AUD_ret_1m_vol_3m,AUD_ret_1m_vol_6m,JPY_ret_1m_vol_3m,JPY_ret_1m_vol_6m,INR_ret_1m_vol_3m,INR_ret_1m_vol_6m,CNY_ret_1m_vol_3m,CNY_ret_1m_vol_6m,EUR_ret_1m_lag1,EUR_ret_1m_lag2,GBP_ret_1m_lag1,GBP_ret_1m_lag2,AUD_ret_1m_lag1,AUD_ret_1m_lag2,JPY_ret_1m_lag1,JPY_ret_1m_lag2,INR_ret_1m_lag1,INR_ret_1m_lag2,CNY_ret_1m_lag1,CNY_ret_1m_lag2,EUR_rate_diff,GBP_rate_diff,AUD_rate_diff,JPY_rate_diff,INR_rate_diff,CNY_rate_diff,EUR_cpi_diff,GBP_cpi_diff,JPY_cpi_diff,INR_cpi_diff,CNY_cpi_diff,US_POLICY_RATE_chg,US_CPI_chg,EU_POLICY_RATE_chg,EU_CPI_chg,UK_POLICY_RATE_chg,UK_CPI_chg,AU_POLICY_RATE_chg,JP_POLICY_RATE_chg,JP_CPI_chg,IN_POLICY_RATE_chg,IN_CPI_chg,CN_POLICY_RATE_chg,CN_CPI_chg,EUR_target,GBP_target,AUD_target,JPY_target,INR_target,CNY_target
2006-11-30,0.0379111437667831,0.0304598167514655,0.0175064621840144,0.0095042435281288,0.0063343459914749,0.0058076087794998,5.25,202.0,2.25,86.94,5.22544,82.2,6.37,0.502,97.02214,6.0,48.58145,3.33,76.71904999999998,0.034725129667311894,0.034181476647739004,0.0335108773931089,0.0504934965529817,0.033693101973154796,0.0481333212026633,0.014310383153253895,-0.0281705537239378,0.041958144563854896,0.03501588729412779,0.015382386567237002,0.0240286466600153,0.024855234276130567,0.0170731109718491,0.02456859164788886,0.018755525393909015,0.030601306809383177,0.024576697743106942,0.008561080476611147,0.014180479361221191,0.006780762902538294,0.011960807351922067,0.0013402792164993983,0.0016265976230683326,0.0082857594223457,-0.0114717735218169,0.0195408400640337,-0.0164897794223903,0.0382081705365413,-0.0220215307474009,0.0099186010344698,-0.0051124614093447,0.0192497225238534,0.0163740760485266,0.0035834790800393,0.0059912987076979,-3.0,-0.024560000000000137,1.12,-4.748,0.75,-1.92,-115.06,-119.8,-104.97786,-153.41855,-125.28095000000002,0.0,0.09999999999999432,0.0,0.03999999999999204,0.09367999999999999,0.20000000000000284,0.08999999999999986,0.05499999999999999,-0.509040000000013,0.0,0.0,0.0,0.22946999999997786,-0.0039990122119569,-0.003663792868274,0.0003156415107588,-0.0285269972601318,0.011469951006,0.0032978093210868
2006-12-31,-0.0039990122119569,-0.003663792868274,0.0003156415107588,-0.0285269972601318,0.011469951006,0.0032978093210868,5.24,203.1,2.5,87.27,5.29167,82.59999999999998,6.39,0.54,97.12395,6.0,48.58145,3.33,77.79311,0.042197890977171894,0.03276457287987201,0.0463368639472252,0.05890376677046921,0.0560302742313145,0.0617446681657222,-0.009104152697533206,-0.0392799813960991,0.037054019521328294,0.03879520694376249,0.012688897180625902,0.0233958516747877,0.0215446829706114,0.01721969661507595,0.01742651129220548,0.017164764015407768,0.018973353244760936,0.02277775069252061,0.022077933917026716,0.016679078771545522,0.006502643497177757,0.012175597793678248,0.001374011975484698,0.0016526741580130322,0.0379111437667831,0.0082857594223457,0.0304598167514655,0.0195408400640337,0.0175064621840144,0.0382081705365413,0.0095042435281288,0.0099186010344698,0.0063343459914749,0.0192497225238534,0.0058076087794998,0.0035834790800393,-2.74,0.05166999999999966,1.1499999999999995,-4.7,0.7599999999999998,-1.9100000000000001,-115.83,-120.50000000000001,-105.97605,-154.51855,-125.30689,-0.009999999999999787,1.0999999999999943,0.25,0.3299999999999983,0.06623000000000001,0.39999999999997726,0.019999999999999574,0.038000000000000034,0.1018100000000004,0.0,0.0,0.0,1.0740600000000171,-0.0132574397588429,0.0021401228278268,-0.0166770247933883,-0.0147923554982265,0.0007947285804839,0.0041936596650441
2007-01-31,-0.0132574397588429,0.0021401228278268,-0.0166770247933883,-0.0147923554982265,0.0007947285804839,0.0041936596650441,5.25,203.437,2.5,86.83,5.48623,82.09999999999998,6.43,0.54,96.92033,6.0,48.58145,3.33,78.33766,0.020654691795983296,0.0202097255696616,0.028936146711018303,0.050656489173632004,0.001145078901384905,0.013973224800004999,-0.033815109230229505,-0.0538976118280825,0.018599025577958794,0.05301637062242579,0.013299077765630702,0.024770840756440003,0.02726537362914794,0.018807994054585758,0.01825792629159729,0.017438023382163007,0.0170918392099777,0.022397538980544973,0.01925850627848216,0.016629706303031608,0.005338885241939715,0.008294300415071605,0.0012719062402728888,0.0015659134198705146,-0.0039990122119569,0.0379111437667831,-0.003663792868274,0.0304598167514655,0.0003156415107588,0.0175064621840144,-0.0285269972601318,0.0095042435281288,0.011469951006,0.0063343459914749,0.0032978093210868,0.0058076087794998,-2.75,0.23622999999999994,1.1799999999999997,-4.71,0.75,-1.92,-116.60700000000001,-121.33700000000003,-106.51667,-154.85555000000002,-125.09934000000001,0.009999999999999787,0.3370000000000175,0.0,-0.4399999999999977,0.19456000000000007,-0.5,0.040000000000000036,0.0,-0.2036199999999866,0.0,0.0,0.0,0.544550000000001,0.0158085722058534,0.0003142643406328,0.0147186054043961,0.0166472961934602,-0.0002499209623871,0.0047393245601224
2007-02-28,0.0158085722058534,0.0003142643406328,0.0147186054043961,0.0166472961934602,-0.0002499209623871,0.0047393245601224,5.26,204.226,2.5,87.08,5.5657,82.4,6.37,0.66,96.4113,6.0,48.96398,3.33,79.12104000000002,-0.001447879764946404,0.03327724990236551,-0.0012094056998143998,0.0323014716932945,-0.0016427778782333955,0.0320503240949214,-0.0266720565648981,-0.012361673411644201,0.012014758624096794,0.05397290318795169,0.012230793546253303,0.0276131801134903,0.01484863592299242,0.019465921099642527,0.002967718983215739,0.016886458752840387,0.01571560621675975,0.02269336723310643,0.023158183837302157,0.01731539131917372,0.006485972883295237,0.008068798834474842,0.0007278122698494941,0.0011231688431961788,-0.0132574397588429,-0.0039990122119569,0.0021401228278268,-0.003663792868274,-0.0166770247933883,0.0003156415107588,-0.0147923554982265,-0.0285269972601318,0.0007947285804839,0.011469951006,0.0041936596650441,0.0032978093210868,-2.76,0.30569999999999986,1.1100000000000003,-4.6,0.7400000000000002,-1.9299999999999997,-117.146,-121.826,-107.8147,-155.26202,-125.10495999999998,0.009999999999999787,0.7889999999999873,0.0,0.25,0.07946999999999971,0.3000000000000256,-0.05999999999999961,0.12,-0.5090300000000099,0.0,0.3825300000000027,0.0,0.7833800000000224,0.0098321948647124,-0.0058575862284752,0.028245371068748,0.0077487220780586,0.0220601757762903,0.000931708195657
2007-03-31,0.0098321948647124,-0.0058575862284752,0.028245371068748,0.0077487220780586,0.0220601757762903,0.000931708195657,5.26,205.288,2.75,87.66,5.54946,82.79999999999998,6.43,0.66,96.71672,6.0,48.58145,3.33,78.88366999999998,0.012383327311722895,0.054581218288894805,-0.0034031990600156,0.0429336648872096,0.026286951679755803,0.0823172259110703,0.0096036627732923,0.0004995100757590985,0.022604983394387095,0.059659002915715395,0.009864692420823502,0.022553589601449403,0.01534970881756857,0.01759389222393257,0.004191039028131082,0.014524750273695467,0.023045898531874748,0.019645087686501028,0.016205639440649344,0.01765472302094597,0.012590015578453382,0.0093421785853242,0.002058964948111143,0.001648262512680148,0.0158085722058534,-0.0132574397588429,0.0003142643406328,0.0021401228278268,0.0147186054043961,-0.0166770247933883,0.0166472961934602,-0.0147923554982265,-0.0002499209623871,0.0007947285804839,0.0047393245601224,0.0041936596650441,-2.51,0.28946000000000005,1.17,-4.6,0.7400000000000002,-1.9299999999999997,-117.62800000000001,-122.48800000000003,-108.57128000000002,-156.70655000000002,-126.40433000000003,0.0,1.0620000000000118,0.25,0.5799999999999983,-0.01623999999999981,0.39999999999997726,0.05999999999999961,0.0,0.305419999999998,0.0,-0.3825300000000027,0.0,-0.23737000000004116,0.0219388565049012,0.0243200374921828,0.0253940988028305,-0.0131568040393763,0.0482285163720486,0.0032768658937476
2007-04-30,0.0219388565049012,0.0243200374921828,0.0253940988028305,-0.0131568040393763,0.0482285163720486,0.0032768658937476,5.25,205.904,2.75,88.22,5.64899,83.09999999999998,6.48,0.65,97.02214,6.0,48.96398,3.33,78.80478999999998,0.047579623575466995,0.0682343153714503,0.0187767156043404,0.047712862315358706,0.06835807527597461,0.0695031541773595,0.011239214232142497,-0.022575894998087,0.0700387711859518,0.08863779676391059,0.008947898649527003,0.022246976415157698,0.006053493864164624,0.018335299830778178,0.01594290781443112,0.015441882684221215,0.0071305598444616715,0.01696397859873756,0.015299836786836503,0.01759696271144361,0.02426479394930565,0.018306150588041338,0.0019207850981093127,0.0016595048481036496,0.0098321948647124,0.0158085722058534,-0.0058575862284752,0.0003142643406328,0.028245371068748,0.0147186054043961,0.0077487220780586,0.0166472961934602,0.0220601757762903,-0.0002499209623871,0.000931708195657,0.0047393245601224,-2.5,0.3989900000000004,1.2300000000000004,-4.6,0.75,-1.92,-117.684,-122.80400000000002,-108.88186,-156.94002,-127.09921000000001,-0.009999999999999787,0.6159999999999854,0.0,0.5600000000000023,0.09953000000000056,0.29999999999999716,0.05000000000000071,-0.010000000000000009,0.305419999999998,0.0,0.3825300000000027,0.0,-0.07887999999999806,-0.0143576145015521,-0.0100970268249511,-0.0017396394455218,-0.0200234532291143,0.0103248875349192,0.007536883700125
2007-05-31,-0.0143576145015521,-0.0100970268249511,-0.0017396394455218,-0.0200234532291143,0.0103248875349192,0.007536883700125,5.25,206.755,2.75,88.43,5.76742,83.29999999999998,6.37,0.67,97.32757,6.0,49.34651,3.33,79.04120999999996,0.0174134368680615,0.01596555710311511,0.008365424438756501,0.007156018738942104,0.051899830426056705,0.0502570525478233,-0.025431535190432,-0.0521035917553301,0.0806135796832581,0.0926283383073549,0.011745457789529602,0.0239762513357829,0.018480403768895943,0.01538379776686133,0.0187669751878417,0.01214325318322258,0.016550278750952385,0.01743322017486581,0.014465393269420802,0.01727052196302122,0.019404398636505664,0.018008313468093944,0.003348528527188969,0.0021690535475736698,0.0219388565049012,0.0098321948647124,0.0243200374921828,-0.0058575862284752,0.0253940988028305,0.028245371068748,-0.0131568040393763,0.0077487220780586,0.0482285163720486,0.0220601757762903,0.0032768658937476,0.000931708195657,-2.5,0.5174200000000004,1.12,-4.58,0.75,-1.92,-118.32499999999999,-123.45500000000001,-109.42743,-157.40849,-127.71379000000003,0.0,0.8509999999999991,0.0,0.21000000000000796,0.11843000000000004,0.20000000000000284,-0.11000000000000032,0.020000000000000018,0.3054300000000012,0.0,0.3825300000000027,0.0,0.2364199999999812,0.0059422799307744,0.0143996055832988,0.023833748273859,-0.0115811389084958,0.0003946789933211,0.0044517081165896
2007-06-30,0.0059422799307744,0.0143996055832988,0.023833748273859,-0.0115811389084958,0.0003946789933211,0.0044517081165896,5.25,207.234,3.0,88.52,5.88018,83.5,6.42,0.73,97.12395,6.0,49.72904,3.33,79.35738,0.013523521934123496,0.02590684924584641,0.0286226162505305,0.025219417190514903,0.047488207631167706,0.07377515931092349,-0.04476139617698641,-0.0351577334036941,0.05894808290028889,0.081553066294676,0.0152654577104622,0.0251301501312857,0.01819070267828141,0.015054880427226105,0.017715503026132458,0.012913170426036534,0.015235225654980925,0.01789618183925755,0.00448899140096681,0.014547445544844717,0.025243382364087158,0.019034760332120773,0.0022002391665630204,0.0021457938258005026,-0.0143576145015521,0.0219388565049012,-0.0100970268249511,0.0243200374921828,-0.0017396394455218,0.0253940988028305,-0.0200234532291143,-0.0131568040393763,0.0103248875349192,0.0482285163720486,0.007536883700125,0.0032768658937476,-2.25,0.6301800000000002,1.17,-4.52,0.75,-1.92,-118.71400000000001,-123.73400000000001,-110.11005000000002,-157.50496,-127.87662,0.0,0.4790000000000134,0.25,0.0899999999999892,0.11275999999999975,0.20000000000001705,0.04999999999999982,0.05999999999999994,-0.2036200000000008,0.0,0.3825299999999956,0.0,0.31617000000004225,0.0100490275944244,0.0104919806906431,0.0045156587413428,0.0384865650553918,0.0032568461252915,0.0053922390965085
2007-07-31,0.0100490275944244,0.0104919806906431,0.0045156587413428,0.0384865650553918,0.0032568461252915,0.0053922390965085,5.26,207.603,3.0,88.31,6.02396,83.09999999999998,6.47,0.77,97.02214,6.0,50.4941,3.33,80.07159,0.001633693023646696,0.04921331659911371,0.014794559448990798,0.0335712750533312,0.026609767569680004,0.09496784284565461,0.006881972917781698,0.018121187149924202,0.013976412653531793,0.0840151838394836,0.0173808309132231,0.026328729562750102,0.013067996969298615,0.012382832911346271,0.013160938176562562,0.013095160437920837,0.013331138348735007,0.012227960850392853,0.03162664986725817,0.022234316871472412,0.005111396608546595,0.018727757698599048,0.0015812657051262945,0.002201455170593733,0.0059422799307744,-0.0143576145015521,0.0143996055832988,-0.0100970268249511,0.023833748273859,-0.0017396394455218,-0.0115811389084958,-0.0200234532291143,0.0003946789933211,0.0103248875349192,0.0044517081165896,0.007536883700125,-2.26,0.76396,1.21,-4.49,0.7400000000000002,-1.9299999999999997,-119.293,-124.50300000000003,-110.58086000000002,-157.1089,-127.53141000000001,0.009999999999999787,0.3689999999999998,0.0,-0.20999999999999375,0.14377999999999957,-0.4000000000000199,0.04999999999999982,0.040000000000000036,-0.1018100000000004,0.0,0.7650600000000054,0.0,0.7142099999999942,-0.0021964550326599,-0.0060112595836867,-0.0416428314033211,0.0223779899244572,-0.0043814534962063,0.0036363838132748
2007-08-31,-0.0021964550326599,-0.0060112595836867,-0.0416428314033211,0.0223779899244572,-0.0043814534962063,0.0036363838132748,5.02,207.667,3.0,88.37,6.41946,83.4,6.75,0.84,97.53118,6.0,50.87663,3.33,81.03244999999998,0.013794852492538898,0.031208289360600407,0.018880326690255196,0.0272457511290117,-0.013293424388119292,0.0386064060379374,0.0492834160713532,0.023851880880921196,-0.0007299283775937058,0.0798836513056644,0.013480331026372902,0.025225788815902497,0.006232391568091996,0.012352476796599869,0.01083381964589606,0.013838852600810778,0.03364267449198874,0.02653240519174224,0.02555870237987299,0.023045073500594503,0.003858908812877529,0.01941977400116712,0.0008786713473025088,0.002212285882336348,0.0100490275944244,0.0059422799307744,0.0104919806906431,0.0143996055832988,0.0045156587413428,0.023833748273859,0.0384865650553918,-0.0115811389084958,0.0032568461252915,0.0003946789933211,0.0053922390965085,0.0044517081165896,-2.0199999999999996,1.3994600000000004,1.7300000000000004,-4.18,0.9800000000000004,-1.6899999999999995,-119.297,-124.267,-110.13582,-156.79037,-126.63455000000002,-0.2400000000000002,0.06399999999999295,0.0,0.060000000000002274,0.3955000000000002,0.3000000000000256,0.28000000000000025,0.06999999999999995,0.509040000000013,0.0,0.3825299999999956,0.0,0.9608599999999825,0.0456620665404607,0.0143848736740594,0.0849574006707913,0.0088969405645963,0.024645717343113,0.0051758507129459
